Code Famille,Libellé étendu nouvelle nomenclature achat,RFD niveau 2,Type de dépenses,,,,,,,Code Famille,Principales familles utilisées au LKB
UB.0,VEHICULES MARINS AUTONOMES,,,,,,,,,,
UB.01,DRONES MARINS,C4,,61350000,,21821001,23180001,,,,
UB.02,FLOTTEURS MARINS,C4,,,,21821001,23180001,,,,
UB.1,OCEANOGRAPHIE : FOURNITURE DE FONCTIONNEMENT ET D’ENTRETIEN DES VEHICULES MARINS AUTONOMES,,,,,,,,,,
UB.11,PIECES MECANIQUES POUR VEHICULES MARINS AUTONOMES,C4,60630000,,,21820001,,,,,
UB.12,PIECES HYDRAULIQUES POUR VEHICULES MARINS AUTONOMES,C4,60630000,,,21820001,,,,,
UB.13,PIECES ELECTRONIQUES POUR VEHICULES MARINS AUTONOMES,C4,60630000,,,21820001,,,,,
UB.2,OCEANOGRAPHIE : SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES VEHICULES MARINS AUTONOMES,,,,,,,,,,
UB.21,TRAVAUX SUR ELEMENTS MECANIQUES DE VEHICULES MARINS AUTONOMES (M.O),C4,61550000,,,21821001,,,,,
UB.22,TRAVAUX SUR ELEMENTS HYDRAULIQUES DE VEHICULES MARINS AUTONOMES (M.O),C4,61550000,,,21821001,,,,,
UB.23,TRAVAUX ELECTRIQUES SUR VEHICULES MARINS AUTONOMES (M.O),C4,61550000,,,21821001,,,,,
UC,OCEANOGRAPHIE : EQUIPEMENTS SCIENTIFIQUES EMBARQUES,,,,,,,,,,
UC.0,CHAINE D’ACQUISITION SISMIQUE (SANS CAPTEURS ACOUSTIQUES),,,,,,,,,,
UC.01,EQUIPEMENTS SOURCES DE LA CHAINE D’ACQUISITION SISMIQUE,B09,60630000,,,21540001,23150001,,,,
UC.02,EQUIPEMENTS DE RECEPTION  ET TRAITEMENT DE LA CHAINE D’ACQUISITION SISMIQUE,B09,60630000,,,21540001,23150001,,,,
UC.03,MATERIEL ASSOCIE A LA CHAINE D’ACQUISITION SISMIQUE,B09,60630000,,,21540001,23150001,,,,
UC.1,CAPTEURS EMBARQUES SUR NAVIRES (AUTRES QUE SISMIQUES),,,,,,,,,,
UC.11,THERMOSALINOGRAPHES,B09,60630000,,,21540001,23150001,,,,
UC.12,CAPTEURS CTD (CONDUCTIVTY TEMPERATURE DEPTH),B09,60630000,,,21540001,23150001,,,,
UC.13,"CAPTEURS ACOUSTIQUES (ADCP, HYDROPHONE,…)",B09,60630000,,,21540001,23150001,,,,
UC.14,"INSTRUMENTATION OPTIQUE (CAPTEURS, FLUORIMETRES,…)",B09,60630000,,,21540001,23150001,,,,
UC.15,OCEANOGRAPHIE : AUTRES CAPTEURS,B09,60630000,,,21540001,23150001,,,,
UC.2,AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,,,,,,,,,,
UC.21,OCEANOGRAPHIE : INSTRUMENTATION  THERMIQUE,B09,60630000,,,21540001,23150001,,,,
UC.22,OCEANOGRAPHIE : EQUIPEMENTS ELECTROCHIMIQUES,B09,60630000,,,21540001,23150001,,,,
UC.23,OCEANOGRAPHIE : INSTRUMENTATION ELECTROMAGNETIQUE,B09,60630000,,,21540001,23150001,,,,
UC.24,OCEANOGRAPHIE : POISSONS INSTRUMENTES,B09,60630000,,,21540001,23150001,,,,
UC.25,OCEANOGRAPHIE : AUTRES INSTRUMENTS SCIENTIFIQUES EMBARQUES,B09,60630000,,,21540001,23150001,,,,
UC.3,FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,,,,,,,,,,
UC.31,FLUIDES ET CONSOMMABLES POUR EQUIPEMENTS SCIENTIFIQUES EMBARQUES,B09,60670000,,,,,,,,
UC.32,PIECES MECANIQUES DE RECHANGE POUR LA SISMIQUE,B09,60630000,61350000,,21540001,23150001,,,,
UC.33,PIECES MECANIQUES DE RECHANGE POUR AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,B09,60630000,61350000,,21540001,23150001,,,,
UC.34,COMPOSANTS ELECTRONIQUES DE RECHANGE POUR LA SISMIQUE,B09,60630000,61350000,,21540001,23150001,,,,
UC.35,PIECES ELECTRONIQUES DE RECHANGE POUR AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,B09,60630000,61350000,,21540001,23150001,,,,
UC.36,PIECES INFORMATIQUES DE RECHANGE POUR EQUIPEMENTS SCIENTIFIQUES EMBARQUES,B09,60630000,61350000,,21540001,23150001,,,,
UC.4,SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,,,,,,,,,,
UC.41,REPARATION ET MAINTENANCE SUR LA SISMIQUE,B09,61550000,,,21540001,,,,,
UC.42,RÉPARATION ET MAINTENANCE SUR LES AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,B09,61550000,,,21540001,,,,,
UD,GEOPHYSIQUE TERRESTRE : VEHICULES TERRESTRES SPECIFIQUES ET EQUIPEMENTS,,,,,,,,,,
UD.0,VEHICULES TERRESTRES SPECIFIQUES,,,,,,,,,,
UD.01,VEHICULES TERRESTRES SPECIFIQUES,C4,,61350000,61220000,21820001,23180001,,,,
UD.1,VEHICULES TERRESTRES SPECIFIQUES : EQUIPEMENTS POUR VEHICULES,,,,,,,,,,
UD.11,EQUIPEMENTS POUR VEHICULES TERRESTRES SPECIFIQUES,C4,,61350000,61220000,21820001,,,,,
UD.2,VEHICULES TERRESTRES SPECIFIQUES : FONCTIONNEMENT ET ENTRETIEN,,,,,,,,,,
UD.21,VEHICULES TERRESTRES SPECIFIQUES : CONSOMMABLES,C4,60630000,,,,,,,,
UD.22,VEHICULES TERRESTRES SPECIFIQUES : PIECES MECANIQUES ET ELECTRONIQUES,C4,60630000,,,21820001,,,,,
UD.23,"VEHICULES TERRESTRES SPECIFIQUES : TRAVAUX MECANIQUES, ELECTRIQUES, HYDRAULIQUES",C4,61550000,,,21820001,,,,,
UE,GEOPHYSIQUE : FORAGE ET CARROTAGE,,,,,,,,,,
UE.0,FORAGE ET CARROTAGE : MATERIEL ET ACCESSOIRES,,,,,,,,,,
UE.01,CARROTAGE : CARROTIERS A MOTEURS ET ACCESSOIRES,B10,60670000,61350000,61220000,21540001,23150001,,,,
UE.02,FORAGE : FOREUSES ET ACCESSOIRES,B10,60670000,61350000,61220000,21540001,23150001,,,,
UE.1,FORAGE ET CAROTTAGE : FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DU MATERIEL ET DES ACCESSOIRES,,,,,,,,,,
UE.11,CAROTTAGE : CONSOMMABLES ET PIECES DE RECHANGE POUR CAROTTIERS,B10,60670000,,,21540001,23150001,,,,
UE.12,FORAGE : CONSOMMABLES ET PIECES DE RECHANGE POUR FOREUSES,B10,60670000,,,21540001,23150001,,,,
UE.2,FORAGE ET CAROTTAGE : SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS ET ACCESSOIRES,,,,,,,,,,
UE.21,"TRAVAUX MECANIQUES, ELECTRIQUES ET ENTRETIEN DU MATERIEL DE CAROTTAGE",B10,61550000,,,21540001,,,,,
UE.22,"TRAVAUX MECANIQUES, ELECTRIQUES ET HYDRAULIQUES DU MATERIEL DE FORAGE",B10,61550000,,,21540001,,,,,
UF,VEHICULES AERIENS ET EQUIPEMENTS POUR VEHICULES AERIENS,,,,,,,,,,
UF.0,VEHICULES AERIENS ET EQUIPEMENTS ASSOCIES,,,,,,,,,,
UF.01,AVIONS ET HELICOPTERES,C4,,,,21820001,,,,,
UF.02,EQUIPEMENTS D'AVIONS ET D'HELICOPTERES,C4,,,,21820001,,,,,
UF.03,DRONES AERIENS ET ASSIMILES,C4,,,,21820001,,,,,
UF.04,AERONEFS ET BALLONS SOLAIRES,C4,,,,21820001,,,,,
UF.1,VEHICULES AERIENS : AMENAGEMENT DES VEHICULES AERIENS,,,,,,,,,,
UF.11,MATERIEL POUR L'AMENAGEMENT DES VEHICULES AERIENS,C4,,,,21820001,,,,,
UF.2,VEHICULES AERIENS : EQUIPEMENTS TECHNIQUES ET DE NAVIGATION POUR VEHICULES AERIENS,,,,,,,,,,
UF.21,EQUIPEMENTS TECHNIQUES ET DE NAVIGATION POUR VEHICULES AERIENS,C4,,,,21820001,,,,,
UF.3,VEHICULES AERIENS : FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN,,,,,,,,,,
UF.31,CONSOMMABLES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES VEHICULES AERIENS,C4,60630000,,,,,,,,
UF.32,PIECES DE RECHANGE POUR MOTEURS ET AUTRES EQUIPEMENTS DE VEHICULES AERIENS,C4,60630000,,,21820001,,,,,
UF.4,SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES VEHICULES AERIENS ET EQUIPEMENTS ASSOCIES,,,,,,,,,,
UF.41,REPARATION ET MAINTENANCE DES MOTEURS D'AVION,C4,61550000,,,21820001,,,,,
UF.42,REPARATION ET MAINTENANCE DES AVIONS (HORS MOTEURS),C4,61550000,,,21820001,,,,,
UF.43,REPARATION ET MAINTENANCE DES AUTRES VEHICULES AERIENS,C4,61550000,,,21820001,,,,,
UG,GEOPHYSIQUE - ASTROPHYSIQUE : AUTRES EQUIPEMENTS SCIENTIFIQUES,,,,,,,,,,
UG.0,GEOPHYSIQUE : EQUIPEMENTS DE METEOROLOGIE,,,,,,,,,,
UG.01,METEOROLOGIE : EQUIPEMENTS DE METEOROLOGIE,B09,60670000,,,21540001,23150001,,,,
UG.02,"METEOROLOGIE : RADIOMETRES (PROFILEURS RADIOMETRIQUES MICROONDES,…)",B09,60670000,,,21540001,23150001,,,,
UG.03,"METEOROLOGIE : RADARS (RADARS PROFILEURS VHF,…)",B09,60670000,,,21540001,23150001,,,,
UG.04,METEOROLOGIE : LIDARS,B09,60670000,,,21540001,23150001,,,,
UG.1,GEOPHYSIQUE : AUTRES EQUIPEMENTS SCIENTIFIQUES,,,,,,,,,,
UG.11,GEOPHYSIQUE : MATERIEL DE MESURE DES VIBRATIONS,B09,60670000,,,21540001,23150001,,,,
UG.12,GEOPHYSIQUE : MATERIEL DE MESURE DE POSITION ET MESURE GEODESIQUE,B09,60670000,,,21540001,23150001,,,,
UG.13,GEOPHYSIQUE : INSTRUMENTS DE TOPOGRAPHIE ET DE MESURE DES DISTANCES,B09,60670000,,,21540001,23150001,,,,
UG.14,GEOPHYSIQUE : MAGNETOMETRES,B09,60670000,,,21540001,23150001,,,,
UG.15,GEOPHYSIQUE : CAPTEURS (HORS OCEANOGRAPHIE),B09,60670000,,,21540001,23150001,,,,
UG.16,GROUPES ELECTROGENES POUR ACTIVITES SCIENTIFIQUES,B09,,61350000,,21540001,23150001,,,,
UG.2,ASTROPHYSIQUE : EQUIPEMENTS SCIENTIFIQUES,,,,,,,,,,
UG.21,APPAREILLAGE DE SIMULATION POUR APPLICATIONS SPATIALES,B09,60670000,,,21540001,23150001,,,,
UG.22,AUTRE MATERIEL SCIENTIFIQUE D'ASTROPHYSIQUE,B09,60670000,,,21540001,23150001,,,,
UG.3,GEOPHYSIQUE : FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS SCIENTIFIQUES,,,,,,,,,,
UG.31,CONSOMMABLES ET PIECES DE RECHANGE POUR MATERIEL DE METEOROLOGIE,B09,60630000,,,21540001,,,,,
UG.32,CONSOMMABLES ET PIECES DE RECHANGE POUR AUTRE MATERIEL DE GEOPHYSIQUE,B09,60630000,,,21540001,,,,,
UG.33,CONSOMMABLES ET PIECES DE RECHANGE POUR MATERIEL D'ASTROPHYSIQUE,B09,60630000,,,21540001,,,,,
UG.4,GEOPHYSIQUE : SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS SCIENTIFIQUES  NON OCEANOGRAPHIQUES,,,,,,,,,,
UG.41,"TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL DE METEOROLOGIE",B09,61550000,,,21540001,,,,,
UG.42,"TRAVAUX MECAN., ELECTR. ET D'ENTRETIEN SUR AUTRE MATERIEL DE GEOPHYSIQUE",B09,61550000,,,21540001,,,,,
UG.43,"TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL D'ASTROPHYSIQUE",B09,61550000,,,21540001,,,,,
UH,GEOPHYSIQUE ET ASTROPHYSIQUE : SERVICES SPECIALISES,,,,,,,,,,
UH.0,GEOPHYSIQUE : SERVICES D'ACQUISITION DE DONNEES,,,,,,,,,,
UH.01,SERVICE D'ACQUISITION DE DONNEES METEOROLOGIQUES ET CLIMATOLOGIQUES,B09,62880000,,,,,,,,
UH.02,SERVICES D'AQUISITION DE DONNEES DE POLLUTION,B09,62880000,,,,,,,,
UH.03,SERVICES D'IMAGERIE SATELLITAIRES,B09,62880000,,,,,,,,
UH.04,SERVICES DE MESURES LIDAR,B09,62880000,,,,,,,,
UH.1,GEOPHYSIQUE : AUTRES SERVICES,,,,,,,,,,
UH.11,SERVICES D'ETABLISSEMENT DE CARTES ET DE PHOTOINTERPRETATION,B09,62880000,,,,,,,,
UH.12,TRAVAUX DE FORAGE,B09,62880000,,,,,,,,
UH.14,SERVICES DE CONSEIL ET ASSISTANCE POUR OPERATIONS EN MER,B09,62880000,,,,,,,,
UH.15,AUTRES SERVICES SPECIALISES EN GEOPHYSIQUE,B09,62880000,,,,,,,,
UI,ARCHEOLOGIE,,,,,,,,,,
UI.0,ARCHEOLOGIE : FOURNITURES POUR FOUILLES ARCHEOLOGIQUES,,,,,,,,,,
UI.01,ARCHEOLOGIE : FOURNITURES POUR FOUILLES ARCHEOLOGIQUES,B09,60630000,,,21540001,,,,,
UI.1,ARCHEOLOGIE : SERVICES SUR CHANTIERS DE FOUILLES ,,,,,,,,,,
UI.11,ARCHEOLOGIE : PRESTATIONS SERVICES SUR CHANTIER DE FOUILLES (TERRASSEMENT…),B09,60630000,,,21540001,,,,,
V,VIDE ET ULTRAVIDE : EQUIPEMENTS POUR LE VIDE ET POUR LES TECHNIQUES SOUS VIDE,,,,,,,,,,
VA,"VIDE ET ULTRA-VIDE : EQUIPEMENTS POUR LA GENERATION, LA MESURE ET LE CONTRÔLE DU VIDE ET DE L'ULTRAVIDE",,,,,,,,,,
VA.0,VIDE ET ULTRAVIDE : POMPES / SYSTEMES DE POMPAGE,,,,,,,,,,
VA.01,"VIDE PRIMAIRE : POMPES (A MEMBRANES, PALETTES, PISTONS, ROOTS,…)",B08,60670000,,,21540001,23150001,,,,
VA.02,"VIDE SECONDAIRE ET ULTRAVIDE : POMPES (TURBOMOLECULAIRES,…)",B08,,,,21540001,23150001,,,,
VA.03,VIDE ET ULTRAVIDE : CONSOMMABLES ET PIECES DETACHEES POUR POMPES,B08,60670000,,,21540001,23150001,,,,
VA.1,VIDE ET ULTRAVIDE : ENCEINTES / BATI A VIDE ET COMPOSANTS ASSOCIES,,,,,,,,,,
VA.11,VIDE ET ULTRAVIDE : ENCEINTES ET BATIS POUR LE VIDE ET L'ULTRAVIDE,B08,,,,21540001,23150001,,,,
VA.12,"VIDE ET ULTRAVIDE : COMPOSANTS POUR ENCEINTES (VANNES, RACCORDS, HUBLOTS…)",B08,60670000,,,21540001,23150001,,,,
VA.13,VIDE ET ULTRAVIDE : MANIPULATEURS UHV ET ACCESSOIRES,B08,60670000,,,21540001,23150001,,,,
VA.14,VIDE ET ULTRAVIDE : ELEMENTS CHAUFFANTS POUR LE VIDE,B08,60670000,,,21540001,23150001,,,,
VA.15,VIDE ET ULTRAVIDE : AUTRES EQUIPEMENTS D'ENCEINTES A VIDE,B08,60670000,,,21540001,23150001,,,,
VA.2,VIDE ET ULTRAVIDE : EQUIPEMENTS POUR LA MESURE ET LE CONTROLE DU VIDE ET DE L'ULTRAVIDE,,,,,,,,,,
VA.21,"VIDE ET ULTRAVIDE : INSTRUMENTATION DE MESURE DU VIDE (JAUGES, VACUOMETRES,…)",B08,60670000,,,21540001,23150001,,,,
VA.22,VIDE ET ULTRAVIDE : DEBITMETRES - REGULATEURS DE DEBIT,B08,60670000,,,21540001,23150001,,,,
VA.23,VIDE ET ULTRAVIDE : ANALYSEURS DES GAZ RESIDUELS (RGA) ET DETECTEURS DE FUITE,B08,,,,21540001,23150001,,,,
VB,VIDE ET ULTRA-VIDE : TECHNIQUES SOUS VIDE,,,,,,,,,,
VB.0,"TECHNIQUES SOUS VIDE (DEPOT, GRAVURE) : EQUIPEMENTS",,,,,,,,,,
VB.01,TECHNIQUES SOUS VIDE : MACHINES DE DEPOT ET DE GRAVURE,B08,,,,21540001,23150001,,,,
VB.02,TECHNIQUES SOUS VIDE : EVAPORATEURS SOUS VIDE,B08,,,,21540001,23150001,,,,
VB.03,TECHNIQUES SOUS VIDE : SYSTÈMES D'IONISATION A FAISCEAU D'IONS FOCALISES (FIB),B08,,,,21540001,23150001,,,,
VB.04,TECHNIQUES SOUS VIDE : MICROBALANCES,B08,,,,21540001,23150001,,,,
VB.05,TECHNIQUES SOUS VIDE : CELLULES D'EFFUSION,B08,60670000,,,21540001,23150001,,,,
VB.06,"TECHNIQUES SOUS VIDE : AUTRE MATERIEL (APPAREILS DE PREPARATION DE SURFACE,…)",B08,60670000,,,21540001,23150001,,,,
VC,VIDE ET ULTRA-VIDE : REPARATION ET MAINTENANCE DU MATERIEL POUR LE VIDE ET LES TECHNIQUES SOUS VIDE,,,,,,,,,,
VC.0,VIDE ET ULTRAVIDE : REPARATION ET MAINTENANCE DU MATERIEL POUR LE VIDE,,,,,,,,,,
VC.01,REPARATION ET MAINTENANCE DES POMPES A VIDE ET ULTRAVIDE,B08,61550000,,,21540001,,,,,
VC.02,REPARATION ET MAINTENANCE DU MATERIEL DE MESURE ET CONTRÔLE DU VIDE,B08,61550000,,,21540001,,,,,
VC.1,VIDE ET ULTRAVIDE : REPARATION ET MAINTENANCE DES EQUIPEMENTS POUR LES TECHNIQUES SOUS VIDE,,,,,,,,,,
VC.11,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE DEPOT ET GRAVURE,B08,61550000,,,21540001,,,,,
W,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE,,,,,,,,,,
WA,"NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : MATERIAUX, CONSOMMABLES, EQUIPEMENTS",,,,,,,,,,
WA.0,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : MATERIAUX ET CONSOMMABLES,,,,,,,,,,
WA.01,NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIAUX SEMI-CONDUCTEURS,B08,60670000,,,,,,,,
WA.02,NANOTECHNOLOGIES - MICROELECTRONIQUE : AUTRES SUBSTRATS ,B08,60670000,,,,,,,,
WA.03,NE PLUS UTILISER - UTILISER NA.23,,,,,,,,,,
WA.04,"NANOTECHNOLOGIES - MICROELECTRONIQUE : CONSOMMABLES (RESINES,…)",B07,60670000,,,,,,,,
WA.1,NANOTECHNOLOGIES - MICROELECTRONIQUE : EQUIPEMENTS DE LITHOGRAPHIE ET CONSOMMABLES DEDIES,,,,,,,,,,
WA.11,NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIEL POUR PHOTOLITHOGRAPHIE,B07,,,,21540001,,,,,
WA.12,NANOTECHNOLOGIES - MICROELEC : MATERIEL DE LITHOGRAPHIE LASER ACCESSOIRES,B07,60670000,,,21540001,23150001,,,,
WA.13,NANOTECHNOLOGIES - MICROELEC : CONSOMMABLES POUR EQUIPEMENT DE LITHOGRAPHIE,B07,60670000,,,,,,,,
WA.14,NANOTECHNOLOGIES - MICROELEC : MATERIEL DE LITHOGRAPHIE ELECTRONIQUE ET ACCES.,B07,,,,21540001,23150001,,,,
WA.15,NANOTECHNOLOGIES - MICROELEC : LOGICIELS DE LITHOGRAPHIE ELECTRONIQUE,B07,60681000,,,21540001,23150001,,,,
WA.2,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : AUTRES EQUIPEMENTS ET CONSOMMABLES DEDIES,,,,,,,,,,
WA.21,NANOTECHNOLOGIES - MICROELEC. : MATERIEL POUR LE DEPOT (HORS VIDE),B07,,61350000,61220000,21540001,23150001,,,,
WA.22,NANOTECHNOLOGIES - MICROELEC. : MATERIEL D'IMPLANTATION IONIQUE,B07,,61350000,61220000,21540001,23150001,,,,
WA.23,NANOTECHNOLOGIES - MICROELEC. : MATERIEL DE SERIGRAPHIE / IMPRESSION,B07,,61350000,61220000,21540001,23150001,,,,
WA.24,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : FOURS SPECIAUX,B07,,61350000,61220000,21540001,23150001,,,,
WA.25,"MICRO-ELECTRONIQUE : AUTRES MACHINES DEDIEES (MICROSOUDURE, BONDING, TEST,…)",B07,,61350000,61220000,21540001,23150001,,,,
WB,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,,,,,,,,,,
WB.0,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : REPARATION ET MAINTENANCE DES EQUIPEMENTS DE LITHOGRAPHIE,,,,,,,,,,
WB.01,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE LITHOGRAPHIE,B07,61550000,,,21540001,,,,,
WB.1,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : REPARATION ET MAINTENANCE DES AUTRES EQUIPEMENTS,,,,,,,,,,
WB.11,REPARATION ET MAINTENANCE DES AUTRES EQUIPEMENTS PR MICRO-ELECTRONIQUE,B07,61550000,,,21540001,,,,,
WC,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : SERVICES SPECIALISES,,,,,,,,,,
WC.0,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : SERVICES SPECIALISES,,,,,,,,,,
WC.01,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : SERVICES SPECIALISES,B07,62880000,,,,,,,,
X,DEPENSES HORS ACHATS,,,,,,,,,,
XA,REMBOURSEMENT DES DEPLACEMENTS ET MISSIONS,,,,,,,,,,
XA.0,REMBOURSEMENT DES FRAIS DE MISSIONS DES PERSONNELS,,,,,,,,,,
XA.01,REMBOURSEMENT FRAIS DE MISSIONS EN FRANCE METROPOLITAINE Personnels,C1,,,,,,,,,
XA.02,REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER Personnels,C1,,,,,,,,,
XA.03,SUBVENTIONS FRAIS DE RECHERCHE SUR LE TERRAIN Personnels,G3,65734000,,,,,,,,
XA.04,AUTRES REMBOURSEMENTS DE FRAIS DE MISSIONS Personnels,C1,,,,,,,,,
XA.1,REMBOURSEMENT DES FRAIS DE MISSIONS DES ETUDIANTS,,,,,,,,,,
XA.11,REMBOURSEMENT FRAIS DE MISSIONS EN FRANCE METROPOLITAINE Etudiants,C1,,,,,,,,,
XA.12,REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER Etudiants,C1,,,,,,,,,
XA.13,AUTRES REMBOURSEMENTS DE FRAIS DE MISSIONS Etudiants,C1,,,,,,,,,
XA.14,FRAIS DE MISSIONS DE RECHERCHE SUR LE TERRAIN Etudiants,G3,,,,,,,,,
XA.2,REMBOURSEMENT DES FRAIS DE MISSIONS DES PERSONNALITES EXTERIEURES,,,,,,,,,,
XA.21,REMBOURSEMENT FRAIS DE MISSIONS FRANCE METROPOLITAINE Personnalités extérieures,C1,,,,,,,,,
XA.22,REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER  Personnalités extérieures,C1,,,,,,,,,
XA.23,AUTRES REMBOURSEMENTS FRAIS DE MISSIONS  Personnalités extérieures,C1,,,,,,,,,
XA.24,FRAIS DE MISSIONS DE RECHERCHE SUR LE TERRAIN  Personnalités extérieures,G3,,,,,,,,,
XA.3,REMBOURSEMENTS DE DEPENSES REALISEES PAR CARTES D'AFFAIRES,,,,,,,,,,
XA.31,REMBOURSEMENTS DE DEPENSES REALISEES PAR CARTES AFFAIRES,A4,,,,,,,,,
XA.4,CHANGEMENT DE RESIDENCE,,,,,,,,,,
XA.41,INDEMNITES FORFAITAIRES DE CHANGEMENT DE RESIDENCE,C1,62550000,,,,,,,,
XB,CHARGES DE PERSONNEL,,,,,,,,,,
XB.0,CHARGES FISCALES REMUNERATION,,,,,,,,,,
XB.01,TAXE SUR LES SALAIRES,A4,63110000,,,,,,,,
XB.02,TAXE D'APPRENTISSAGE,A4,,,,,,,,,
XB.03,VERSEMENTS DE TRANSPORT PERSONNEL PERMANENT,A4,63311000,,,,,,,,
XB.04,VERSEMENTS DE TRANSPORT REMUNERATIONS DIVERSES,A4,63315000,,,,,,,,
XB.05,COTISATIONS FNAL PERSONNEL PERMANENT,A4,63321000,,,,,,,,
XB.06,COTISATIONS FNAL REMUNERATIONS DIVERSES,A4,63325000,,,,,,,,
XB.07,AUTRES IMPOTS ET TAXES SUR REMUNERATIONS,A4,63380000,,,,,,,,
XB.08,AUTRES CHARGES DE PERSONNEL REDEVANCES A L’OMI,F3,64810000,,,,,,,,
XB.1,REMUNERATIONS ET CHARGES SOCIALES,,,,,,,,,,
XB.11,"ACCUEILS, ECHANGES TITULAIRES ACCUEILLIS EN DELEGATIONS",G3,64633120,,,,,,,,
XB.12,ACCUEILS CHAIRES D'EXCELLENCE CNRS-UNIVERSITES,G3,64633130,,,,,,,,
XB.13,COTISATIONS URSSAF SUR REMUNERATIONS DIVERSES,A4,64515000,,,,,,,,
XB.14,PROVISIONS CHOMAGES,A4,,,,,,,,,
XB.15,ALLOC.POUR PERTE D'EMPLOI -REMUNERATIONS DIVERSES,F3,64672000,,,,,,,,
XB.16,INDEMN DE PREAVIS ET DE LICENCIEMENT-  REMUNERATIONS DIVERSES,F3,64671000,,,,,,,,
XB.17,"PERSONNEL INTERIMAIRE, DETACHE OU PRETE",A4,,,,,,,,,
XB.18,AVANTAGES FAMILIAUX REMUNERATION DIVERSES  (HORS FRANCE),F3,,,,,,,,,
XB.19,AUTRES REMUNERATIONS DIVERSES,F3,64680000,,,,,,,,
XB.2,MEDECINE DU TRAVAIL,,,,,,,,,,
XB.21,NE PLUS UTILISER - UTILISER EC.41,,,,,,,,,,
XB.22,MEDECINE STATUTAIRE - VISITES D'EMBAUCHE,F1,64716200,,,,,,,,
XB.23,MEDECINE DU TRAVAIL: FRAIS MEDICAUX LIES AUX DEPARTS A L'ETRANGER,F1,,,,,,,,,
XB.24,MEDECINE DU TRAVAIL: AUTRES FRAIS MEDICAUX,F1,,,,,,,,,
XB.3,ŒUVRE SOCIALES,,,,,,,,,,
XB.31,OEUVRES SOCIALES AIDES EXCEPTIONNELLES,F3,64711000,,,,,27438100,,,
XB.32,DEPENSES SOCIALES DIVERSES,F3,64712000,,,,,,,,
XB.33,SUBVENTIONS CAES,F3,64713100,,,,,,,,
XB.34,SUBVENTIONS POUR AUTRES OEUVRES SOCIALES,F3,64713200,,,,,,,,
XB.35,RESTAURATION SOCIALE HEBERGEE : SUBVENTIONS AU RESTAURANT D’ACCUEIL,F2,64715100,,,,,,,,
XB.36,PRÊT A MOBILITE,F3,,,,,,27438000,,,
XC,FRAIS ET SUBVENTIONS VERSEES A D'AUTRES ORGANISMES Y COMPRIS INTERNATIONAUX,,,,,,,,,,
XC.0,FRAIS D'INSCRIPTIONS ET COTISATION,,,,,,,,,,
XC.01,FRAIS D'INSCRIPTION A DES COLLOQUES NON ORGANISES PAR L'ETABLISSEMENT,C2,62540000,,,,,,,,
XC.02,COTISATIONS ASSOCIATIONS / CONCOURS DIVERS,A4,62810000,,,,,,,,
XC.1 ,FRAIS DE PUBLICATION,,,,,,,,,,
XC.11,FRAIS DE PUBLICATIONS SCIENTIFIQUES,B11,62370000,,,,,,,,
